timestamp,temperature,pressure,humidity
2026-05-14 06:52:47,34.5,7.04,54.9
2026-05-14 06:52:49,29.6,7.04,54.9
2026-05-14 06:52:49,29.6,5.34,54.9
2026-05-14 06:52:49,29.6,5.34,27.8
2026-05-14 06:52:51,20.3,5.34,27.8
2026-05-14 06:52:51,20.3,5.08,27.8
2026-05-14 06:52:51,20.3,5.08,73.9
2026-05-14 06:52:53,76.5,5.08,73.9
2026-05-14 06:52:53,76.5,2.0,73.9
2026-05-14 06:52:53,76.5,2.0,51.9
2026-05-14 06:52:55,47.4,2.0,51.9
2026-05-14 06:52:55,47.4,2.8,51.9
2026-05-14 06:52:55,47.4,2.8,50.0
2026-05-14 06:52:57,67.7,2.8,50.0
2026-05-14 06:52:57,67.7,7.99,50.0
2026-05-14 06:52:57,67.7,7.99,71.0
2026-05-14 06:52:59,34.7,7.99,71.0
2026-05-14 06:52:59,34.7,6.54,71.0
2026-05-14 06:52:59,34.7,6.54,66.8
2026-05-14 06:53:01,69.2,6.54,66.8
2026-05-14 06:53:01,69.2,3.27,66.8
2026-05-14 06:53:01,69.2,3.27,31.6
2026-05-14 06:53:03,20.3,3.27,31.6
2026-05-14 06:53:03,20.3,1.07,31.6
2026-05-14 06:53:03,20.3,1.07,69.1
2026-05-14 06:53:05,26.3,1.07,69.1
2026-05-14 06:53:05,26.3,2.7,69.1
2026-05-14 06:53:05,26.3,2.7,19.8
2026-05-14 06:53:07,37.0,2.7,19.8
2026-05-14 06:53:07,37.0,4.79,19.8
2026-05-14 06:53:07,37.0,4.79,74.5
2026-05-14 06:53:09,63.7,4.79,74.5
2026-05-14 06:53:09,63.7,3.25,74.5
2026-05-14 06:53:09,63.7,3.25,41.5
2026-05-14 06:53:11,51.5,3.25,41.5
2026-05-14 06:53:11,51.5,1.29,41.5
2026-05-14 06:53:11,51.5,1.29,19.0
2026-05-14 06:53:13,69.0,1.29,19.0
2026-05-14 06:53:13,69.0,3.12,19.0
2026-05-14 06:53:13,69.0,3.12,17.4
2026-05-14 06:53:15,16.4,3.12,17.4
2026-05-14 06:53:15,16.4,1.48,17.4
2026-05-14 06:53:15,16.4,1.48,49.2
2026-05-14 06:53:17,53.0,1.48,49.2
2026-05-14 06:53:17,53.0,6.58,49.2
2026-05-14 06:53:17,53.0,6.58,14.6
2026-05-14 06:53:19,43.0,6.58,14.6
2026-05-14 06:53:19,43.0,7.13,14.6
2026-05-14 06:53:19,43.0,7.13,11.6
2026-05-14 06:53:21,53.8,7.13,11.6
2026-05-14 06:53:21,53.8,5.95,11.6
2026-05-14 06:53:21,53.8,5.95,57.7
2026-05-14 06:53:24,55.9,5.95,57.7
2026-05-14 06:53:24,55.9,6.36,57.7
2026-05-14 06:53:25,55.9,6.36,28.7
2026-05-14 06:53:29,23.6,6.36,28.7
2026-05-14 06:53:32,23.6,7.27,28.7
2026-05-14 06:53:33,23.6,7.27,69.5
2026-05-14 06:53:33,77.3,7.27,69.5
2026-05-14 06:53:34,77.3,6.03,69.5
2026-05-14 06:53:35,77.3,6.03,60.5
2026-05-14 06:53:35,16.1,6.03,60.5
2026-05-14 06:53:35,16.1,6.0,60.5
2026-05-14 06:53:36,16.1,6.0,63.3
2026-05-14 06:53:36,63.0,6.0,63.3
2026-05-14 06:53:37,63.0,2.07,63.3
2026-05-14 06:53:37,63.0,2.07,38.0
2026-05-14 06:53:40,22.7,2.07,38.0
2026-05-14 06:53:41,22.7,2.31,38.0
2026-05-14 06:53:43,22.7,2.31,38.9
2026-05-14 06:53:45,44.0,2.31,38.9
2026-05-14 06:53:45,44.0,5.13,38.9
2026-05-14 06:53:46,44.0,5.13,70.6
2026-05-14 06:53:47,44.7,5.13,70.6
2026-05-14 06:53:47,44.7,5.65,70.6
2026-05-14 06:53:47,44.7,5.65,45.0
2026-05-14 06:53:50,36.3,5.65,45.0
2026-05-14 06:53:50,36.3,5.85,45.0
2026-05-14 06:53:51,36.3,5.85,15.4
2026-05-14 06:53:52,13.6,5.85,15.4
2026-05-14 06:53:52,13.6,5.68,15.4
2026-05-14 06:53:56,13.6,5.68,35.9
2026-05-14 06:53:56,56.0,5.68,35.9
2026-05-14 06:53:56,56.0,7.79,35.9
2026-05-14 06:53:56,56.0,7.79,43.0
2026-05-14 06:53:57,23.0,7.79,43.0
2026-05-14 06:53:57,23.0,5.8,43.0
2026-05-14 06:53:57,23.0,5.8,10.9
2026-05-14 06:53:59,67.7,5.8,10.9
2026-05-14 06:53:59,67.7,3.37,10.9
2026-05-14 06:53:59,67.7,3.37,79.8
2026-05-23 11:43:51,66.6,4.23,47.2
2026-05-23 11:43:53,74.7,4.23,47.2
2026-05-23 11:43:53,74.7,2.95,47.2
2026-05-23 11:43:53,74.7,2.95,41.1
2026-05-23 11:43:55,40.4,2.95,41.1
2026-05-23 11:43:55,40.4,6.2,41.1
2026-05-23 11:43:55,40.4,6.2,22.9
2026-05-23 11:43:57,70.0,6.2,22.9
2026-05-23 11:43:57,70.0,6.66,22.9
2026-05-23 11:43:57,70.0,6.66,23.7
2026-05-23 11:43:59,13.0,6.66,23.7
2026-05-23 11:43:59,13.0,3.38,23.7
2026-05-23 11:43:59,13.0,3.38,47.1
2026-05-23 11:44:01,46.0,3.38,47.1
2026-05-23 11:44:01,46.0,7.87,47.1
2026-05-23 11:44:01,46.0,7.87,36.1
2026-05-23 11:44:03,11.7,7.87,36.1
2026-05-23 11:44:03,11.7,4.03,36.1
2026-05-23 11:44:03,11.7,4.03,33.4
2026-05-23 11:44:05,35.8,4.03,33.4
2026-05-23 11:44:05,35.8,2.14,33.4
2026-05-23 11:44:05,35.8,2.14,77.3
2026-05-23 11:44:07,37.3,2.14,77.3
2026-05-23 11:44:07,37.3,6.49,77.3
2026-05-23 11:44:07,37.3,6.49,44.9
2026-05-23 11:44:09,53.6,6.49,44.9
2026-05-23 11:44:09,53.6,6.92,44.9
2026-05-23 11:44:09,53.6,6.92,18.9
2026-05-23 11:44:11,10.7,6.92,18.9
2026-05-23 11:44:11,10.7,6.32,18.9
2026-05-23 11:44:11,10.7,6.32,74.9
2026-05-23 11:44:13,23.8,6.32,74.9
2026-05-23 11:44:13,23.8,7.15,74.9
2026-05-23 11:44:13,23.8,7.15,20.9
2026-05-23 11:44:15,15.9,7.15,20.9
2026-05-23 11:44:15,15.9,6.4,20.9
2026-05-23 11:44:15,15.9,6.4,73.5
2026-05-23 11:44:17,79.0,6.4,73.5
2026-05-23 11:44:17,79.0,2.42,73.5
2026-05-23 11:44:17,79.0,2.42,24.7
2026-05-23 11:44:19,67.5,2.42,24.7
2026-05-23 11:44:19,67.5,4.92,24.7
2026-05-23 11:44:19,67.5,4.92,20.5
2026-05-23 11:44:21,35.4,4.92,20.5
2026-05-23 11:44:21,35.4,4.39,20.5
2026-05-23 11:44:21,35.4,4.39,76.0
2026-05-23 11:44:23,74.2,4.39,76.0
2026-05-23 11:44:23,74.2,2.72,76.0
2026-05-23 11:44:23,74.2,2.72,19.4
2026-05-23 11:44:26,79.5,2.72,19.4
2026-05-23 11:44:26,79.5,7.34,19.4
2026-05-23 11:44:26,79.5,7.34,59.2
2026-05-23 11:44:28,14.0,7.34,59.2
2026-05-23 11:44:28,14.0,3.01,59.2
2026-05-23 11:44:28,14.0,3.01,37.5
2026-05-23 11:44:30,10.6,3.01,37.5
2026-05-23 11:44:30,10.6,1.71,37.5
2026-05-23 11:44:30,10.6,1.71,54.7
2026-05-23 11:44:32,53.7,1.71,54.7
2026-05-23 11:44:32,53.7,3.59,54.7
2026-05-23 11:44:32,53.7,3.59,33.7
2026-05-23 11:44:34,31.3,3.59,33.7
2026-05-23 11:44:34,31.3,5.72,33.7
2026-05-23 11:44:34,31.3,5.72,23.6
2026-05-23 11:44:36,78.7,5.72,23.6
2026-05-23 11:44:36,78.7,3.46,23.6
2026-05-23 11:44:36,78.7,3.46,17.4
2026-05-23 11:44:38,58.0,3.46,17.4
2026-05-23 11:44:38,58.0,4.01,17.4
2026-05-23 11:44:38,58.0,4.01,63.5
2026-05-23 12:53:37,60.6,3.52,55.9
2026-05-23 12:53:39,18.3,3.52,55.9
2026-05-23 12:53:39,18.3,2.35,55.9
2026-05-23 12:53:39,18.3,2.35,27.1
2026-05-23 12:53:42,75.0,2.35,27.1
2026-05-23 12:53:42,75.0,1.05,27.1
2026-05-23 12:53:42,75.0,1.05,18.3
2026-05-23 12:53:44,51.6,1.05,18.3
2026-05-23 12:53:44,51.6,6.99,18.3
2026-05-23 12:53:44,51.6,6.99,51.3
2026-05-23 12:53:46,33.0,6.99,51.3
2026-05-23 12:53:46,33.0,7.08,51.3
2026-05-23 12:53:46,33.0,7.08,54.9
2026-05-23 12:53:48,47.0,7.08,54.9
2026-05-23 12:53:48,47.0,7.97,54.9
2026-05-23 12:53:48,47.0,7.97,23.8
2026-05-23 12:53:50,49.9,7.97,23.8
2026-05-23 12:53:50,49.9,5.18,23.8
2026-05-23 12:53:50,49.9,5.18,61.3
2026-05-23 12:53:52,72.4,5.18,61.3
2026-05-23 12:53:52,72.4,5.77,61.3
2026-05-23 12:53:52,72.4,5.77,54.7
2026-05-23 12:53:54,53.7,5.77,54.7
2026-05-23 12:53:54,53.7,1.48,54.7
2026-05-23 12:53:54,53.7,1.48,57.8
2026-05-23 12:53:56,58.5,1.48,57.8
2026-05-23 12:53:56,58.5,2.32,57.8
2026-05-23 12:53:56,58.5,2.32,67.8
2026-05-23 12:53:58,23.5,2.32,67.8
2026-05-23 12:53:58,23.5,1.77,67.8
2026-05-23 12:53:58,23.5,1.77,71.5
2026-05-23 12:54:00,11.3,1.77,71.5
2026-05-23 12:54:00,11.3,2.05,71.5
2026-05-23 12:54:00,11.3,2.05,25.3
2026-05-23 12:54:02,48.8,2.05,25.3
2026-05-23 12:54:02,48.8,1.39,25.3
2026-05-23 12:54:02,48.8,1.39,68.1
2026-05-23 12:54:04,26.0,1.39,68.1
2026-05-23 12:54:04,26.0,5.11,68.1
2026-05-23 12:54:04,26.0,5.11,67.6
2026-05-23 12:54:06,32.8,5.11,67.6
2026-05-23 12:54:06,32.8,3.76,67.6
2026-05-23 12:54:06,32.8,3.76,23.1
2026-05-23 12:54:08,56.1,3.76,23.1
2026-05-23 12:54:08,56.1,5.67,23.1
2026-05-23 12:54:08,56.1,5.67,30.5
2026-05-23 12:54:10,29.4,5.67,30.5
2026-05-23 12:54:10,29.4,1.89,30.5
2026-05-23 12:54:10,29.4,1.89,29.8
2026-05-23 12:54:12,29.5,1.89,29.8
2026-05-23 12:54:12,29.5,4.13,29.8
2026-05-23 12:54:12,29.5,4.13,63.0
2026-05-23 12:54:14,69.0,4.13,63.0
2026-05-23 12:54:14,69.0,6.7,63.0
2026-05-23 12:54:14,69.0,6.7,25.1
2026-05-23 12:54:16,70.9,6.7,25.1
2026-05-23 12:54:16,70.9,7.44,25.1
2026-05-23 12:54:16,70.9,7.44,37.0
2026-05-23 12:54:18,54.4,7.44,37.0
2026-05-23 12:54:18,54.4,5.42,37.0
2026-05-23 12:54:18,54.4,5.42,24.4
2026-05-23 12:54:20,51.3,5.42,24.4
2026-05-23 12:54:20,51.3,5.6,24.4
2026-05-23 12:54:20,51.3,5.6,67.1
2026-05-23 12:54:22,59.5,5.6,67.1
2026-05-23 12:54:22,59.5,4.7,67.1
2026-05-23 12:54:22,59.5,4.7,11.6
2026-05-23 12:54:24,72.3,4.7,11.6
2026-05-23 12:54:24,72.3,5.44,11.6
2026-05-23 12:54:24,72.3,5.44,52.2
2026-05-23 12:54:26,45.1,5.44,52.2
2026-05-23 12:54:26,45.1,1.6,52.2
2026-05-23 12:54:26,45.1,1.6,72.6
2026-05-23 12:54:28,64.2,1.6,72.6
2026-05-23 12:54:28,64.2,6.64,72.6
2026-05-23 12:54:28,64.2,6.64,56.1
2026-05-23 12:54:30,38.0,6.64,56.1
2026-05-23 12:54:30,38.0,3.77,56.1
2026-05-23 12:54:30,38.0,3.77,77.9
2026-05-23 12:54:32,51.1,3.77,77.9
2026-05-23 12:54:32,51.1,3.04,77.9
2026-05-23 12:54:32,51.1,3.04,36.0
2026-05-23 12:54:34,10.3,3.04,36.0
2026-05-23 12:54:34,10.3,3.35,36.0
2026-05-23 12:54:34,10.3,3.35,75.0
2026-05-23 12:54:36,20.8,3.35,75.0
2026-05-23 12:54:36,20.8,5.49,75.0
2026-05-23 12:54:36,20.8,5.49,54.1
2026-05-23 12:54:38,48.9,5.49,54.1
2026-05-23 12:54:38,48.9,2.49,54.1
2026-05-23 12:54:38,48.9,2.49,42.6
2026-05-23 12:54:40,44.4,2.49,42.6
2026-05-23 12:54:40,44.4,1.16,42.6
2026-05-23 12:54:40,44.4,1.16,39.7
2026-05-23 12:54:42,58.8,1.16,39.7
2026-05-23 12:54:42,58.8,5.63,39.7
2026-05-23 12:54:42,58.8,5.63,13.9
2026-05-23 12:54:44,55.2,5.63,13.9
2026-05-23 12:54:44,55.2,6.79,13.9
2026-05-23 12:54:44,55.2,6.79,28.2
2026-05-23 12:54:46,25.0,6.79,28.2
2026-05-23 12:54:46,25.0,1.07,28.2
2026-05-23 12:54:46,25.0,1.07,34.1
2026-05-23 12:54:48,68.1,1.07,34.1
2026-05-23 12:54:48,68.1,1.19,34.1
2026-05-23 12:54:48,68.1,1.19,67.3
2026-05-23 12:54:50,45.0,1.19,67.3
2026-05-23 12:54:50,45.0,5.15,67.3
2026-05-23 12:54:50,45.0,5.15,76.6
2026-05-23 12:54:52,72.8,5.15,76.6
2026-05-23 12:54:52,72.8,7.58,76.6
2026-05-23 12:54:52,72.8,7.58,68.7
2026-05-23 12:54:54,73.0,7.58,68.7
2026-05-23 12:54:54,73.0,2.69,68.7
2026-05-23 12:54:54,73.0,2.69,37.8
2026-05-23 12:54:56,24.4,2.69,37.8
2026-05-23 12:54:56,24.4,3.12,37.8
2026-05-23 12:54:56,24.4,3.12,57.1
2026-05-23 12:54:58,54.4,3.12,57.1
2026-05-23 12:54:58,54.4,5.46,57.1
2026-05-23 12:54:58,54.4,5.46,14.5
2026-05-23 12:55:00,37.9,5.46,14.5
2026-05-23 12:55:00,37.9,1.01,14.5
2026-05-23 12:55:00,37.9,1.01,44.0
2026-05-23 12:55:03,37.9,1.01,44.0
2026-05-23 12:55:03,37.9,3.05,44.0
2026-05-23 12:55:03,37.9,3.05,57.9
2026-05-23 12:55:05,20.5,3.05,57.9
2026-05-23 12:55:05,20.5,6.33,57.9
2026-05-23 12:55:05,20.5,6.33,41.8
2026-05-23 12:55:07,30.3,6.33,41.8
2026-05-23 12:55:07,30.3,1.94,41.8
2026-05-23 12:55:07,30.3,1.94,53.3
2026-05-23 12:55:09,58.4,1.94,53.3
2026-05-23 12:55:09,58.4,4.49,53.3
2026-05-23 12:55:09,58.4,4.49,58.2
2026-05-23 12:55:11,60.2,4.49,58.2
2026-05-23 12:55:11,60.2,2.98,58.2
2026-05-23 12:55:11,60.2,2.98,27.5
2026-05-23 12:55:13,25.4,2.98,27.5
2026-05-23 12:55:13,25.4,1.61,27.5
2026-05-23 12:55:13,25.4,1.61,74.1
2026-05-23 12:55:15,14.6,1.61,74.1
2026-05-23 12:55:15,14.6,5.4,74.1
2026-05-23 12:55:15,14.6,5.4,29.1
2026-05-23 12:55:17,18.5,5.4,29.1
2026-05-23 12:55:18,18.5,2.06,29.1
2026-05-23 12:55:18,18.5,2.06,13.3
2026-05-23 12:55:19,28.9,2.06,13.3
2026-05-23 12:55:20,28.9,7.91,13.3
2026-05-23 12:55:20,28.9,7.91,42.3
2026-05-23 12:55:22,57.4,7.91,42.3
2026-05-23 12:55:22,57.4,2.16,42.3
2026-05-23 12:55:22,57.4,2.16,28.8
2026-05-23 12:55:25,75.8,2.16,28.8
2026-05-23 12:55:25,75.8,6.19,28.8
2026-05-23 12:55:25,75.8,6.19,71.8
2026-05-23 12:55:27,17.1,6.19,71.8
2026-05-23 12:55:27,17.1,7.86,71.8
2026-05-23 12:55:27,17.1,7.86,40.1
2026-05-23 12:55:29,14.8,7.86,40.1
2026-05-23 12:55:29,14.8,3.91,40.1
2026-05-23 12:55:29,14.8,3.91,44.3
2026-05-23 12:55:31,49.6,3.91,44.3
2026-05-23 12:55:31,49.6,4.57,44.3
2026-05-23 12:55:31,49.6,4.57,59.6
2026-05-23 12:55:33,73.8,4.57,59.6
2026-05-23 12:55:33,73.8,6.43,59.6
2026-05-23 12:55:33,73.8,6.43,78.8
2026-05-23 12:55:35,57.5,6.43,78.8
2026-05-23 12:55:35,57.5,1.7,78.8
2026-05-23 12:55:35,57.5,1.7,55.2
2026-05-23 12:55:37,27.6,1.7,55.2
2026-05-23 12:55:37,27.6,2.48,55.2
2026-05-23 12:55:37,27.6,2.48,16.7
2026-05-23 12:55:39,29.6,2.48,16.7
2026-05-23 12:55:39,29.6,7.25,16.7
2026-05-23 12:55:39,29.6,7.25,32.2
2026-05-23 12:55:41,78.4,7.25,32.2
2026-05-23 12:55:42,78.4,3.88,32.2
2026-05-23 12:55:42,78.4,3.88,15.8
2026-05-23 12:55:44,13.1,3.88,15.8
2026-05-23 12:55:45,13.1,4.87,15.8
2026-05-23 12:55:47,13.1,4.87,53.0
2026-05-23 12:55:47,33.3,4.87,53.0
2026-05-23 12:55:48,33.3,5.96,53.0
2026-05-23 12:55:49,33.3,5.96,21.6
2026-05-23 12:55:50,47.1,5.96,21.6
2026-05-23 12:55:50,47.1,6.74,21.6
2026-05-23 12:55:51,47.1,6.74,22.1
2026-05-23 12:55:54,43.4,6.74,22.1
2026-05-23 12:55:56,43.4,3.08,22.1
2026-05-23 12:55:59,43.4,3.08,17.8
2026-05-23 12:55:59,39.5,3.08,17.8
2026-05-23 12:56:00,39.5,7.31,17.8
2026-05-23 12:56:00,39.5,7.31,40.3
2026-05-23 12:56:00,35.0,7.31,40.3
2026-05-23 12:56:00,35.0,3.22,40.3
2026-05-23 12:56:01,35.0,3.22,57.3
2026-05-23 12:56:02,50.2,3.22,57.3
2026-05-23 12:56:02,50.2,4.8,57.3
2026-05-23 12:56:03,50.2,4.8,31.4
2026-05-23 12:56:04,18.8,4.8,31.4
2026-05-23 12:56:05,18.8,6.35,31.4
2026-05-23 12:56:05,18.8,6.35,58.5
2026-05-23 12:56:06,26.8,6.35,58.5
2026-05-23 12:56:06,26.8,1.66,58.5
2026-05-23 12:56:07,26.8,1.66,43.5
2026-05-23 12:56:08,19.7,1.66,43.5
2026-05-23 12:56:09,19.7,4.2,43.5
2026-05-23 12:56:09,19.7,4.2,63.7
2026-05-23 12:56:11,51.8,4.2,63.7
2026-05-23 12:56:11,51.8,1.38,63.7
2026-05-23 12:56:12,51.8,1.38,35.1
2026-05-23 12:56:15,61.4,1.38,35.1
2026-05-23 12:56:16,61.4,5.75,35.1
2026-05-23 12:56:17,61.4,5.75,48.7
2026-05-23 12:56:17,23.4,5.75,48.7
2026-05-23 12:56:17,23.4,1.67,48.7
2026-05-23 12:56:17,23.4,1.67,17.1
2026-05-23 12:56:19,50.7,1.67,17.1
